,direccion_casa,tamaño_casa,habitaciones_casa,Precio_Casa
1838,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1839,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1840,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1841,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1842,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1843,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1844,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1845,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1846,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1847,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1848,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1849,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1850,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1851,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1852,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1853,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1854,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1855,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1856,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1857,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1858,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1859,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1860,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1861,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1862,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1863,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1864,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1865,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1866,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1867,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1868,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1869,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1870,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1871,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1872,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1873,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1874,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1875,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1876,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1877,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1878,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1879,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1880,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1881,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1882,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1883,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1884,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1885,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1886,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1887,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1888,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1889,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1890,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1891,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1892,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1893,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1894,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1895,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1896,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1897,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1898,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1899,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1900,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1901,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1902,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1903,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1904,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1905,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1906,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1907,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1908,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1909,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1910,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1911,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1912,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1913,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1914,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1915,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1916,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1917,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1918,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1919,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1920,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1921,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1922,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1923,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1924,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1925,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1926,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1927,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1928,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1929,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1930,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1931,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1932,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1933,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1934,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1935,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1936,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1937,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1938,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1939,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1940,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1941,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1942,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1943,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1944,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1945,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1946,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1947,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1948,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1949,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1950,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1951,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1952,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1953,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1954,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1955,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1956,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1957,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1958,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1959,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1960,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1961,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1962,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1963,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1964,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1965,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1966,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1967,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1968,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1969,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1970,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1971,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1972,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1973,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1974,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1975,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1976,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1977,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1978,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1979,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1980,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1981,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1982,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1983,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1984,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1985,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1986,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1987,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1988,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1989,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1990,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1991,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1992,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1993,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1994,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1995,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1996,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1997,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1998,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1999,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
2000,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
2001,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
2002,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
2003,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
2004,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
2005,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
2006,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
2007,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
2008,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
2009,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
2010,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
2011,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
2012,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
2013,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
2014,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
2015,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
